wwtp,prevind,fit,feature,lag,params,lb,ub
comb,positive tests,orig-raw_data,Stickney,-10,2.305959912295356,2.214889979419917,2.397029845170793
comb,positive tests,orig-raw_data,Calumet,-10,2.512589118471692,2.4171948429882337,2.6079833939551507
comb,positive tests,orig-raw_data,OBrien,-10,2.427644492333424,2.332905855378544,2.522383129288304
comb,positive tests,raw_data,raw_data,-10,0.5292261140963868,0.4538968839717357,0.6045553442210377
comb,positive tests,raw_data,Stickney,-10,0.0186636138829098,-0.359873663899184,0.3972008916650037
comb,positive tests,raw_data,Calumet,-10,-0.203365835975274,-0.5801187720543824,0.1733871001038344
comb,positive tests,raw_data,OBrien,-10,-0.124524814146854,-0.5002213152376773,0.2511716869439691
comb,test positivity rate,orig-raw_data,Stickney,-10,6.385719182260508,6.29516676962743,6.476271594893586
comb,test positivity rate,orig-raw_data,Calumet,-10,6.240679346123641,6.145827164688232,6.33553152755905
comb,test positivity rate,orig-raw_data,OBrien,-10,6.385211123575783,6.291010854892513,6.4794113922590535
comb,test positivity rate,raw_data,raw_data,-10,0.406511912844782,0.3494145354943098,0.4636092901952542
comb,test positivity rate,raw_data,Stickney,-10,-3.4551480286387304,-3.742068335071968,-3.1682277222054926
comb,test positivity rate,raw_data,Calumet,-10,-3.329522738291546,-3.615090565330411,-3.043954911252681
comb,test positivity rate,raw_data,OBrien,-10,-3.481749115115218,-3.7665161949929535,-3.1969820352374825
comb,hospital admissions,orig-raw_data,Stickney,-10,3.570030211379448,3.479976293577659,3.6600841291812376
comb,hospital admissions,orig-raw_data,Calumet,-10,3.633963110603127,3.539633094406689,3.728293126799565
comb,hospital admissions,orig-raw_data,OBrien,-10,3.829615796408816,3.735934104157461,3.9232974886601713
comb,hospital admissions,raw_data,raw_data,-10,0.4173315016812494,0.3591876737772451,0.4754753295852537
comb,hospital admissions,raw_data,Stickney,-10,-0.6928848562268279,-0.98506368638601,-0.4007060260676459
comb,hospital admissions,raw_data,Calumet,-10,-0.7758783642236977,-1.0666799274610137,-0.4850768009863818
comb,hospital admissions,raw_data,OBrien,-10,-0.9790853729517964,-1.269071513357245,-0.6890992325463478
comb,Cook County beds in use,orig-raw_data,Stickney,-10,2.0275246129154207,1.9369563690847815,2.11809285674606
