wwtp,prevind,fit,feature,lag,params,lb,ub
comb,positive tests,orig-raw_data,Stickney,-10,2.2820250851216652,2.1851836901616126,2.378866480081718
comb,positive tests,orig-raw_data,Calumet,-10,2.5270392280924643,2.425826872490346,2.6282515836945826
comb,positive tests,orig-raw_data,OBrien,-10,2.4530873579632977,2.351875002361179,2.5542997135654164
comb,positive tests,raw_data,raw_data,-10,0.5473653140704619,0.4678162167765657,0.626914411364358
comb,positive tests,raw_data,Stickney,-10,-0.052244287130717534,-0.45139118684793494,0.34690261258649985
comb,positive tests,raw_data,Calumet,-10,-0.29125231231538745,-0.6920982925724983,0.10959366794172348
comb,positive tests,raw_data,OBrien,-10,-0.22015171965264368,-0.620506502160332,0.18020306285504467
comb,test positivity rate,orig-raw_data,Stickney,-10,6.367010251501934,6.2709428051409235,6.463077697862944
comb,test positivity rate,orig-raw_data,Calumet,-10,6.266172505273436,6.165769030634425,6.366575979912446
comb,test positivity rate,orig-raw_data,OBrien,-10,6.418836445904852,6.318432971265842,6.519239920543863
comb,test positivity rate,raw_data,raw_data,-10,0.425402283866936,0.3646601095243108,0.4861444582095612
comb,test positivity rate,raw_data,Stickney,-10,-3.536411992396345,-3.841192956551948,-3.231631028240742
comb,test positivity rate,raw_data,Calumet,-10,-3.427949771795876,-3.7340281214641653,-3.1218714221275867
comb,test positivity rate,raw_data,OBrien,-10,-3.584233270475308,-3.889936550905264,-3.278529990045352
comb,hospital admissions,orig-raw_data,Stickney,-10,3.544928651183071,3.4489424215078994,3.6409148808582428
comb,hospital admissions,orig-raw_data,Calumet,-10,3.64688258338098,3.5465639911632865,3.747201175598674
comb,hospital admissions,orig-raw_data,OBrien,-10,3.8477246176978155,3.747406025480122,3.948043209915509
comb,hospital admissions,raw_data,raw_data,-10,0.42626703865934595,0.3655055069135851,0.48702857040510683
comb,hospital admissions,raw_data,Stickney,-10,-0.71859036969525,-1.023468461885124,-0.41371227750537615
comb,hospital admissions,raw_data,Calumet,-10,-0.8129313021591251,-1.119107193314359,-0.5067554110038912
comb,hospital admissions,raw_data,OBrien,-10,-1.0173874471821578,-1.3231881495714561,-0.7115867447928594
comb,Cook County beds in use,orig-raw_data,Stickney,-10,1.9929194572645776,1.8963943124897096,2.0894446020394457
comb,Cook County beds in use,orig-raw_data,Calumet,-10,1.9574876870279387,1.8566058556424048,2.0583695184134725
comb,Cook County beds in use,orig-raw_data,OBrien,-10,1.9714096061753843,1.8705277747898503,2.0722914375609185
comb,Cook County beds in use,raw_data,raw_data,-10,0.3802310023420802,0.3280579506413238,0.43240405404283655
comb,Cook County beds in use,raw_data,Stickney,-10,1.060202747300307,0.7984183582429984,1.3219871363576157
comb,Cook County beds in use,raw_data,Calumet,-10,1.1038583804353035,0.8409596328262681,1.366757128044339
comb,Cook County beds in use,raw_data,OBrien,-10,1.0860323562063359,0.8234557654343697,1.348608946978302
comb,positive tests,orig-only_flow_norm,Stickney,-10,5.0322016911345955,4.926798128966378,5.137605253302813
comb,positive tests,orig-only_flow_norm,Calumet,-10,4.864205417392836,4.754044439018863,4.9743663957668085
comb,positive tests,orig-only_flow_norm,OBrien,-10,4.7146609848440315,4.604500006470059,4.824821963218004
comb,positive tests,only_flow_norm,raw_data,-10,0.5051108825846374,0.42995336241703414,0.5802684027522408
comb,positive tests,only_flow_norm,flow,-10,-1.0404435834402448,-1.396575885703255,-0.6843112811772346
comb,positive tests,only_flow_norm,Stickney,-10,3.0173141986262175,1.9033723838004777,4.131256013451957
comb,positive tests,only_flow_norm,Calumet,-10,2.3491528196253446,1.3719446220252247,3.3263610172254645
comb,positive tests,only_flow_norm,OBrien,-10,2.3413374428155787,1.389233861272157,3.293441024359
comb,test positivity rate,orig-only_flow_norm,Stickney,-10,9.117186857514865,9.015414992572527,9.218958722457202
comb,test positivity rate,orig-only_flow_norm,Calumet,-10,8.603338694573806,8.49697333099056,8.709704058157051
comb,test positivity rate,orig-only_flow_norm,OBrien,-10,8.680410072785588,8.574044709202342,8.786775436368833
comb,test positivity rate,only_flow_norm,raw_data,-10,0.3944554652100899,0.3366790203270836,0.4522319100930962
comb,test positivity rate,only_flow_norm,flow,-10,-0.7620128295941392,-1.0357852782708887,-0.4882403809173895
comb,test positivity rate,only_flow_norm,Stickney,-10,-1.288291109568405,-2.1446205590184633,-0.4319616601183468
comb,test positivity rate,only_flow_norm,Calumet,-10,-1.4941374845286945,-2.24535460081937,-0.7429203682380188
comb,test positivity rate,only_flow_norm,OBrien,-10,-1.70821842860067,-2.440136671502837,-0.9763001856985031
comb,hospital admissions,orig-only_flow_norm,Stickney,-10,6.295105257196001,6.193148450469369,6.3970620639226325
comb,hospital admissions,orig-only_flow_norm,Calumet,-10,5.984048772681353,5.87749011992001,6.0906074254426965
comb,hospital admissions,orig-only_flow_norm,OBrien,-10,6.109298244578548,6.002739591817205,6.215856897339892
comb,hospital admissions,only_flow_norm,raw_data,-10,0.39394026321991515,0.33654874884445385,0.45133177759537646
comb,hospital admissions,only_flow_norm,flow,-10,-0.7959919207658319,-1.0679403844633328,-0.5240434570683309
comb,hospital admissions,only_flow_norm,Stickney,-10,1.6297769938688236,0.7791527644313508,2.480401223306296
comb,hospital admissions,only_flow_norm,Calumet,-10,1.207112058216091,0.460899860217564,1.953324256214618
comb,hospital admissions,only_flow_norm,OBrien,-10,0.9422812084812311,0.2152393068162637,1.6693231101461985
comb,Cook County beds in use,orig-only_flow_norm,Stickney,-10,4.743096063277507,4.641521749335708,4.844670377219306
comb,Cook County beds in use,orig-only_flow_norm,Calumet,-10,4.294653876328309,4.188494980259542,4.400812772397075
comb,Cook County beds in use,orig-only_flow_norm,OBrien,-10,4.2329832330561175,4.12682433698735,4.339142129124885
comb,Cook County beds in use,only_flow_norm,raw_data,-10,0.35095090767544695,0.30214597810828925,0.39975583724260466
comb,Cook County beds in use,only_flow_norm,flow,-10,-0.720972583163068,-0.9522336983485583,-0.4897114679775777
comb,Cook County beds in use,only_flow_norm,Stickney,-10,3.187245045287046,2.46388626903625,3.910603821537842
comb,Cook County beds in use,only_flow_norm,Calumet,-10,2.9335200159829453,2.2989517498937078,3.568088282072183
comb,Cook County beds in use,only_flow_norm,OBrien,-10,2.8610093829304204,2.2427432648594436,3.479275501001397
comb,positive tests,orig-pmmov_norm,Stickney,-10,-6.550783584494503,-6.6529359836049995,-6.448631185384006
comb,positive tests,orig-pmmov_norm,Calumet,-10,-6.113750982610222,-6.220514055866715,-6.006987909353729
comb,positive tests,orig-pmmov_norm,OBrien,-10,-6.156292993921965,-6.263056067178459,-6.049529920665471
comb,positive tests,pmmov_norm,raw_data,-10,0.6157630347570362,0.5315766922836211,0.6999493772304513
comb,positive tests,pmmov_norm,pmmov,-10,-0.22891698212266898,-0.3442603414808341,-0.11357362276450383
comb,positive tests,pmmov_norm,Stickney,-10,1.6327929812043696,0.7003836075613991,2.56520235484734
comb,positive tests,pmmov_norm,Calumet,-10,1.3489210841967547,0.4363532101164158,2.2614889582770936
