wwtp,prevind,fit,lag,aic,aicall,aictest
comb,positive tests,orig-raw_data,-10,218.666712014911,367.8974023756232,154.98054029082866
comb,positive tests,raw_data,-10,121.3361115499963,103.4671830944353,-42.1070487338005
comb,test positivity rate,orig-raw_data,-10,215.44105367794737,471.09083029608865,239.32944100570066
comb,test positivity rate,raw_data,-10,12.902179030943728,80.08357413789268,67.64702471549694
comb,hospital admissions,orig-raw_data,-10,215.10105383699448,371.1653380762021,161.22694056534357
comb,hospital admissions,raw_data,-10,13.030268558035402,-60.88041909476361,-86.44929751365693
comb,Cook County beds in use,orig-raw_data,-10,217.3517721295305,416.56417759519894,198.2047389247856
comb,Cook County beds in use,raw_data,-10,-48.230823611130575,-104.67948421561584,-49.4351454646018
comb,positive tests,orig-only_flow_norm,-10,252.72491398199793,407.59026294033987,160.78191293767583
comb,positive tests,only_flow_norm,-10,91.88676539455213,88.1685129124131,-3.63053164068452
comb,test positivity rate,orig-only_flow_norm,-10,238.62969166061225,498.2784175097617,246.74815429587582
comb,test positivity rate,only_flow_norm,-10,-13.84125076236677,45.56771365455343,59.413716382605855
comb,hospital admissions,orig-only_flow_norm,-10,239.3595508119996,402.0032646696567,168.3969349505473
comb,hospital admissions,only_flow_norm,-10,-16.528502342640934,-80.13476955301279,-59.753671898897835
comb,Cook County beds in use,orig-only_flow_norm,-10,237.8486046725365,442.64735934036895,205.31665079831322
comb,Cook County beds in use,only_flow_norm,-10,-81.67868690979975,-138.35601272859796,-46.69888339806603
comb,positive tests,orig-pmmov_norm,-10,240.13000270865933,325.9393095921966,77.43647636124537
comb,positive tests,pmmov_norm,-10,108.2094697019856,73.20942585360504,-64.83701815878062
comb,test positivity rate,orig-pmmov_norm,-10,219.23859828074882,414.4744144958352,195.26689186015813
comb,test positivity rate,pmmov_norm,-10,-5.647002549014758,68.78812592242559,72.04947235142367
comb,hospital admissions,orig-pmmov_norm,-10,229.38397321994768,326.52306090332826,96.33502347771513
comb,hospital admissions,pmmov_norm,-10,0.5481343301857464,-85.98012807813718,-99.28476219229803
comb,Cook County beds in use,orig-pmmov_norm,-10,227.0559234136092,366.0761829369019,144.96006065807956
comb,Cook County beds in use,pmmov_norm,-10,-62.167834358994526,-120.62389914193875,-48.7723251788803
comb,positive tests,orig-only_bcov_norm,-10,143.87368285465413,235.6010341176679,97.71933725075729
comb,positive tests,only_bcov_norm,-10,77.99685453422518,53.22945689682916,-30.370523209424462
comb,test positivity rate,orig-only_bcov_norm,-10,126.36471117365596,255.00787653559382,129.79683542035895
comb,test positivity rate,only_bcov_norm,-10,-30.16859336891747,-0.0967486568720961,34.10447217568402
comb,hospital admissions,orig-only_bcov_norm,-10,120.1230329130745,192.7132851077209,78.58280671271663
comb,hospital admissions,only_bcov_norm,-10,-34.69317904087876,-138.45427233620575,-112.63616166174275
comb,Cook County beds in use,orig-only_bcov_norm,-10,129.0860331811548,225.79409851199534,102.11928544220227
comb,Cook County beds in use,only_bcov_norm,-10,-90.18177123085405,-182.41295907410262,-84.11835365231397
comb,positive tests,orig-bcov_flow_norm,-10,178.9946897418912,270.81922561899154,96.71739563138019
comb,positive tests,bcov_flow_norm,-10,59.44466242177515,46.65438469469417,-6.190916564487495
comb,test positivity rate,orig-bcov_flow_norm,-10,146.70901512363827,283.84154961851067,139.10014559667093
comb,test positivity rate,bcov_flow_norm,-10,-46.33301193093422,-19.385232159400026,31.20469407247204
comb,hospital admissions,orig-bcov_flow_norm,-10,142.7494683526475,217.86394620231684,80.63314932696115
comb,hospital admissions,bcov_flow_norm,-10,-53.07049725638177,-145.28207780347094,-87.45398379943501
comb,Cook County beds in use,orig-bcov_flow_norm,-10,145.24567344950066,246.89343405604498,107.38507980873057
comb,Cook County beds in use,bcov_flow_norm,-10,-112.4453599596971,-201.06158121795815,-76.75068897228789
comb,positive tests,orig-pmmov_bcov_norm,-10,364.9452970524658,548.3673291026199,181.94098573256676
comb,positive tests,pmmov_bcov_norm,-10,79.97707288777781,54.14783191038261,-30.01707281199397
comb,test positivity rate,orig-pmmov_bcov_norm,-10,349.67940512469323,537.6299757035991,190.42050686883468
comb,test positivity rate,pmmov_bcov_norm,-10,-29.138467403960192,5.214293965060727,39.40703478903454
comb,hospital admissions,orig-pmmov_bcov_norm,-10,353.236570282896,530.6090581284999,176.41280021304067
comb,hospital admissions,pmmov_bcov_norm,-10,-32.72716516354393,-135.65248068760786,-109.26492595381993
comb,Cook County beds in use,orig-pmmov_bcov_norm,-10,353.7217274709225,535.7609522494885,182.39476724539608
comb,Cook County beds in use,pmmov_bcov_norm,-10,-88.29996238140012,-180.26835489325302,-81.80530126005239
comb,positive tests,orig-pmmov_bcov_flow_norm,-10,384.11476088286906,578.9635240659521,193.00248591259552
comb,positive tests,pmmov_bcov_flow_norm,-10,59.55389502093027,37.333760306460576,-16.179974289933533
comb,test positivity rate,orig-pmmov_bcov_flow_norm,-10,364.11321622101116,567.2695987447661,206.74047898479822
comb,test positivity rate,pmmov_bcov_flow_norm,-10,-49.26025092219351,-12.295964673381466,40.1894981412361
comb,hospital admissions,orig-pmmov_bcov_flow_norm,-10,367.9699152597436,557.4676038163469,189.32146399090007
comb,hospital admissions,pmmov_bcov_flow_norm,-10,-52.099020904769816,-148.16549825231183,-90.4100251842492
comb,Cook County beds in use,orig-pmmov_bcov_flow_norm,-10,366.56465808123704,561.5440282880916,196.5392216401086
comb,Cook County beds in use,pmmov_bcov_flow_norm,-10,-113.38393683819032,-200.00167564755733,-72.64807229046956
comb,positive tests,orig-raw_data,-9,220.5113255612648,365.8754944850127,151.2943603467729
comb,positive tests,raw_data,-9,122.59269754303256,102.04643423042714,-48.26784886028559
comb,test positivity rate,orig-raw_data,-9,217.3226958684367,467.85015957564593,236.18444044272442
comb,test positivity rate,raw_data,-9,13.946358807298623,73.03282940444747,61.318500784972564
comb,hospital admissions,orig-raw_data,-9,215.25771009337046,367.28571299738826,157.49611001511823
comb,hospital admissions,raw_data,-9,14.535024000172314,-63.11061231490602,-93.53693138604812
comb,Cook County beds in use,orig-raw_data,-9,217.57254958198564,412.019834920388,194.42086734222877
comb,Cook County beds in use,raw_data,-9,-48.87604084310243,-114.74072441318832,-60.040181859962246
comb,positive tests,orig-only_flow_norm,-9,253.96000145530007,405.048061504689,156.82090664613972
