wwtp,prevind,fit,feature,lag,params,lb,ub
comb,positive tests,orig-raw_data,Stickney,-10,2.296020604019035,2.2166465796462456,2.375394628391825
comb,positive tests,orig-raw_data,Calumet,-10,2.502047683461581,2.4195771380455224,2.58451822887764
comb,positive tests,orig-raw_data,OBrien,-10,2.3931164893111525,2.3111105703833945,2.4751224082389105
comb,positive tests,raw_data,raw_data,-10,0.4998387799239052,0.4321527311280057,0.5675248287198048
comb,positive tests,raw_data,Stickney,-10,0.1724983252970355,-0.1668098043426021,0.5118064549366732
comb,positive tests,raw_data,Calumet,-10,-0.0493523807935666,-0.3869689478895979,0.2882641863024646
comb,positive tests,raw_data,OBrien,-10,0.0372388851294057,-0.297341884171272,0.3718196544300835
comb,test positivity rate,orig-raw_data,Stickney,-10,6.405353614641207,6.326349653744482,6.484357575537932
comb,test positivity rate,orig-raw_data,Calumet,-10,6.264699977260796,6.182613932151365,6.346786022370227
comb,test positivity rate,orig-raw_data,OBrien,-10,6.380687791662708,6.299064206825429,6.462311376499986
comb,test positivity rate,raw_data,raw_data,-10,0.3985803990243299,0.3448056134151997,0.4523551846334602
comb,test positivity rate,raw_data,Stickney,-10,-3.4370793665011954,-3.7066507516152254,-3.1675079813871654
comb,test positivity rate,raw_data,Calumet,-10,-3.315452872455124,-3.583680355616757,-3.0472253892934917
comb,test positivity rate,raw_data,OBrien,-10,-3.4583033666912177,-3.724118988346648,-3.192487745035788
comb,hospital admissions,orig-raw_data,Stickney,-10,3.5719286404435437,3.4936421353081264,3.65021514557896
comb,hospital admissions,orig-raw_data,Calumet,-10,3.643998002533149,3.5626574024029103,3.725338602663388
comb,hospital admissions,orig-raw_data,OBrien,-10,3.809491850983493,3.728609511401965,3.8903741905650224
comb,hospital admissions,raw_data,raw_data,-10,0.3981655371200052,0.345843131254467,0.4504879429855435
comb,hospital admissions,raw_data,Stickney,-10,-0.6016068635812507,-0.863897512663389,-0.3393162144991124
comb,hospital admissions,raw_data,Calumet,-10,-0.6927164940129326,-0.9536995380046868,-0.4317334500211785
comb,hospital admissions,raw_data,OBrien,-10,-0.8850915522929833,-1.1437278756946028,-0.6264552288913638
comb,Cook County beds in use,orig-raw_data,Stickney,-10,2.0326172373498954,1.953876062135545,2.111358412564245
comb,Cook County beds in use,orig-raw_data,Calumet,-10,1.9655525391725364,1.8837395314796184,2.0473655468654544
comb,Cook County beds in use,orig-raw_data,OBrien,-10,1.937569533024462,1.85621744735249,2.0189216186964343
comb,Cook County beds in use,raw_data,raw_data,-10,0.3594752118779492,0.313265864450258,0.4056845593056403
comb,Cook County beds in use,raw_data,Stickney,-10,1.12865856874897,0.897012498007906,1.3603046394900342
